i,book_id,title,authors,original_publication_year,average_rating,tags_text,small_image_url,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,isbn13,image_url,google_cover_url,google_cover_url_large
96,97,Dracula,"Bram Stoker, Nina Auerbach, David J. Skal",1897.0,3.98,to-read currently-reading classics horror fiction,https://images.gr-assets.com/books/1387151694s/17245.jpg,618973,11756,36719,151396,246043,243825,9780393970130,https://images.gr-assets.com/books/1387151694m/17245.jpg,,
97,98,"The Girl Who Played with Fire (Millennium, #2)","Stieg Larsson, Reg Keeland",2006.0,4.22,to-read fiction mystery crime books-i-own,https://images.gr-assets.com/books/1351778881s/5060378.jpg,563994,4623,15781,91021,258236,279592,9780307269980,https://images.gr-assets.com/books/1351778881m/5060378.jpg,,
98,99,"Fifty Shades Darker (Fifty Shades, #2)",E.L. James,2011.0,3.87,to-read romance guilty-pleasure favs books-i-own,https://images.gr-assets.com/books/1358266080s/11857408.jpg,552059,37245,58935,114203,150906,262051,9781612130580,https://images.gr-assets.com/books/1358266080m/11857408.jpg,,
99,100,The Poisonwood Bible,Barbara Kingsolver,1998.0,4.02,to-read favorites historical-fiction currently-reading fiction,https://images.gr-assets.com/books/1412242487s/7244.jpg,546502,21699,33702,92590,175725,239071,9780060786500,https://images.gr-assets.com/books/1412242487m/7244.jpg,,
100,101,Me Talk Pretty One Day,David Sedaris,2000.0,3.97,to-read humor non-fiction favorites memoir,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,495736,19718,29034,93427,178021,194076,9780349113910,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
101,102,Where the Wild Things Are,Maurice Sendak,1963.0,4.22,to-read childrens picture-books children children-s-books,https://images.gr-assets.com/books/1384434560s/19543.jpg,620618,15392,27532,93700,167043,332394,9780099408390,https://images.gr-assets.com/books/1384434560m/19543.jpg,,
102,103,The Count of Monte Cristo,"Alexandre Dumas, Robin Buss",1844.0,4.21,classics favorites fiction to-read classic,https://images.gr-assets.com/books/1309203605s/7126.jpg,555822,10381,22482,89980,183142,295235,9780140449270,https://images.gr-assets.com/books/1309203605m/7126.jpg,,
103,104,The Road,Cormac McCarthy,2006.0,3.95,currently-reading favorites science-fiction dystopia dystopian,https://images.gr-assets.com/books/1439197219s/6288.jpg,504793,20086,36561,100989,190823,207328,9780307265430,https://images.gr-assets.com/books/1439197219m/6288.jpg,,
104,105,"Allegiant (Divergent, #3)",Veronica Roth,2013.0,3.63,to-read currently-reading young-adult dystopian favorites,https://images.gr-assets.com/books/1395582745s/18710190.jpg,463257,31626,78366,176061,192785,184388,9780007524270,https://images.gr-assets.com/books/1395582745m/18710190.jpg,,
105,106,Bossypants,Tina Fey,2011.0,3.94,to-read currently-reading non-fiction humor memoir,https://images.gr-assets.com/books/1481509554s/9418327.jpg,506250,14842,31761,129390,230080,203187,,https://images.gr-assets.com/books/1481509554m/9418327.jpg,,
106,107,A Walk to Remember,Nicholas Sparks,1999.0,4.15,to-read owned adult owned-books currently-reading,https://images.gr-assets.com/books/1385738968s/3473.jpg,546948,10640,24094,94327,169650,260870,9780446693810,https://images.gr-assets.com/books/1385738968m/3473.jpg,,
107,108,"Confessions of a Shopaholic (Shopaholic, #1)",Sophie Kinsella,2000.0,3.61,to-read favorites sophie-kinsella chic-lit funny,https://images.gr-assets.com/books/1327872404s/9416.jpg,543658,30705,56949,156636,166927,146787,9780440241420,https://images.gr-assets.com/books/1327872404m/9416.jpg,,
108,109,Les Misérables,"Victor Hugo, Lee Fahnestock, Norman MacAfee",1862.0,4.14,to-read currently-reading classics favorites fiction,https://images.gr-assets.com/books/1411852091s/24280.jpg,513407,15225,25914,87461,167385,264147,9780451525260,https://images.gr-assets.com/books/1411852091m/24280.jpg,,
109,110,"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,1998.0,4.4,to-read currently-reading fantasy favorites fiction,https://images.gr-assets.com/books/1358254974s/10572.jpg,523303,1788,7104,56167,221706,320000,9780553381700,https://images.gr-assets.com/books/1358254974m/10572.jpg,,
110,111,The Memory Keeper's Daughter,Kim Edwards,2005.0,3.64,fiction to-read book-club favorites books-i-own,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,501430,19453,47004,145437,183150,115538,9780143037150,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
111,112,"Me Before You (Me Before You, #1)",Jojo Moyes,2012.0,4.27,to-read favorites kindle romance audiobook,https://images.gr-assets.com/books/1357108762s/15507958.jpg,587647,10346,21880,91517,249474,367916,9780670026610,https://images.gr-assets.com/books/1357108762m/15507958.jpg,,
112,113,Catch-22,Joseph Heller,1961.0,3.98,to-read currently-reading classics fiction favorites,https://images.gr-assets.com/books/1463157317s/168668.jpg,563265,20639,37912,106269,186745,230950,9780684833390,https://images.gr-assets.com/books/1463157317m/168668.jpg,,
113,114,Tuesdays with Morrie,"Mitch Albom, Saulius Dagys",1997.0,4.06,to-read currently-reading favorites non-fiction fiction,https://images.gr-assets.com/books/1423763749s/6900.jpg,556518,11507,30534,107446,194448,240462,9780751529810,https://images.gr-assets.com/books/1423763749m/6900.jpg,,
114,115,Middlesex,Jeffrey Eugenides,2002.0,3.98,to-read currently-reading fiction favorites book-club,https://images.gr-assets.com/books/1437029776s/2187.jpg,488243,19329,30503,89740,171099,197327,9780312422160,https://images.gr-assets.com/books/1437029776m/2187.jpg,,
115,116,The Adventures of Tom Sawyer,"Mark Twain, Guy Cardwell, John Seelye",1876.0,3.89,classics currently-reading fiction classic favorites,https://images.gr-assets.com/books/1404811979s/24583.jpg,555359,12130,34349,143659,217896,186192,9780143039560,https://images.gr-assets.com/books/1404811979m/24583.jpg,,
116,117,"A Wrinkle in Time (A Wrinkle in Time Quintet, #1)",Madeleine L'Engle,1962.0,4.04,to-read fantasy currently-reading favorites young-adult,https://images.gr-assets.com/books/1329061522s/18131.jpg,615907,17313,34988,119115,209745,268933,9780440498060,https://images.gr-assets.com/books/1329061522m/18131.jpg,,
117,118,The Joy Luck Club,Amy Tan,1989.0,3.9,to-read favorites classics china fiction,https://images.gr-assets.com/books/1304978653s/7763.jpg,515090,14802,30197,116748,195930,167566,9780143038090,https://images.gr-assets.com/books/1304978653m/7763.jpg,,
118,119,The Handmaid's Tale,Margaret Atwood,1985.0,4.06,to-read currently-reading fiction favorites classics,https://images.gr-assets.com/books/1498057733s/38447.jpg,607889,13998,32561,116975,252942,267088,9780385490820,https://images.gr-assets.com/books/1498057733m/38447.jpg,,
119,120,"The Sisterhood of the Traveling Pants (Sisterhood, #1)",Ann Brashares,2001.0,3.75,to-read young-adult ya fiction favorites,https://images.gr-assets.com/books/1461611233s/452306.jpg,525706,14996,42396,152024,177404,149784,9780385729340,https://images.gr-assets.com/books/1461611233m/452306.jpg,,
120,121,Lolita,"Vladimir Nabokov, Craig Raine",1955.0,3.88,to-read literature fiction favorites classics,https://images.gr-assets.com/books/1377756377s/7604.jpg,469836,21091,37205,108664,165477,185553,,https://images.gr-assets.com/books/1377756377m/7604.jpg,,
121,122,"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)","Gregory Maguire, Douglas Smith",1995.0,3.52,favorites to-read books-i-own owned series,https://images.gr-assets.com/books/1437733293s/37442.jpg,506900,40802,65835,132061,153583,133217,9780060987110,https://images.gr-assets.com/books/1437733293m/37442.jpg,,
122,123,"The Firm (Penguin Readers, Level 5)",John Grisham,1991.0,3.99,to-read fiction thriller mystery currently-reading,https://images.gr-assets.com/books/1418465200s/5358.jpg,488269,5075,20119,111543,190966,160652,9780582418270,https://images.gr-assets.com/books/1418465200m/5358.jpg,,
123,124,Room,Emma Donoghue,2010.0,4.03,to-read currently-reading fiction favorites book-club,https://images.gr-assets.com/books/1344265419s/7937843.jpg,511360,11020,26079,99831,217995,201402,9780316098340,https://images.gr-assets.com/books/1344265419m/7937843.jpg,,
124,125,Hamlet,"William Shakespeare, Richard Andrews, Rex Gibson",1600.0,4.0,to-read currently-reading classics plays favorites,https://images.gr-assets.com/books/1351051208s/1420.jpg,515820,10413,32697,121040,192937,219807,9780521618750,https://images.gr-assets.com/books/1351051208m/1420.jpg,,
125,126,Dune (Dune Chronicles #1),Frank Herbert,1965.0,4.19,to-read currently-reading science-fiction sci-fi favorites,https://images.gr-assets.com/books/1434908555s/234225.jpg,485032,13354,22778,74206,154771,260867,9780340839940,https://images.gr-assets.com/books/1434908555m/234225.jpg,,
126,127,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,2000.0,3.92,to-read currently-reading non-fiction nonfiction business,https://images.gr-assets.com/books/1473396980s/2612.jpg,490504,15111,25871,106453,189120,162511,9780316346630,https://images.gr-assets.com/books/1473396980m/2612.jpg,,
127,128,Steve Jobs,Walter Isaacson,2011.0,4.09,to-read biography non-fiction currently-reading favorites,https://images.gr-assets.com/books/1327861368s/11084145.jpg,560715,19680,21986,88456,203975,245159,9781451648540,https://images.gr-assets.com/books/1327861368m/11084145.jpg,,
128,129,One Flew Over the Cuckoo's Nest,Ken Kesey,1962.0,4.18,to-read classics currently-reading fiction favorites,https://images.gr-assets.com/books/1485308778s/332613.jpg,491642,5672,15978,78714,191622,222472,9780451163970,https://images.gr-assets.com/books/1485308778m/332613.jpg,,
129,130,The Old Man and the Sea,Ernest Hemingway,1952.0,3.73,classics fiction currently-reading favorites classic,https://images.gr-assets.com/books/1329189714s/2165.jpg,520630,28645,52583,136217,186747,170136,9780684830490,https://images.gr-assets.com/books/1329189714m/2165.jpg,,
130,131,The Grapes of Wrath,John Steinbeck,1939.0,3.92,to-read classics fiction favorites classic,https://images.gr-assets.com/books/1352912927s/4395.jpg,322321,23552,40261,103475,173589,212475,9780142000660,https://images.gr-assets.com/books/1352912927m/4395.jpg,,
131,132,The Five People You Meet in Heaven,Mitch Albom,2003.0,3.9,to-read currently-reading spiritual fiction favorites,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,449501,12360,33669,107800,155830,165040,9781401308580,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
132,133,"Anne of Green Gables (Anne of Green Gables, #1)",L.M. Montgomery,1908.0,4.23,favorites currently-reading fiction young-adult classic,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,502247,8864,19531,80256,158725,265976,9780451528830,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
133,134,"City of Glass (The Mortal Instruments, #3)",Cassandra Clare,2009.0,4.34,fantasy currently-reading young-adult to-read ya,https://images.gr-assets.com/books/1369452339s/3777732.jpg,593173,6646,17351,79202,179290,348071,9781416914300,https://images.gr-assets.com/books/1369452339m/3777732.jpg,,
134,135,"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,2000.0,4.54,to-read fantasy currently-reading favorites fiction,https://images.gr-assets.com/books/1497931121s/62291.jpg,469022,1456,4820,36418,149268,335682,9780553573430,https://images.gr-assets.com/books/1497931121m/62291.jpg,,
135,136,Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells,1996.0,3.79,fiction chick-lit favorites to-read currently-reading,https://images.gr-assets.com/books/1408313524s/137791.jpg,465676,15795,35314,120396,158451,140552,9780060759960,https://images.gr-assets.com/books/1408313524m/137791.jpg,,
136,137,"Outlander (Outlander, #1)",Diana Gabaldon,1991.0,4.2,to-read historical-fiction favorites romance fantasy,https://images.gr-assets.com/books/1402600310s/10964.jpg,515547,20998,27673,73126,147085,309960,9780440242950,https://images.gr-assets.com/books/1402600310m/10964.jpg,,
137,138,The Scarlet Letter,"Nathaniel Hawthorne, Thomas E. Connolly, Nina Baym",1850.0,3.37,school books-i-own literature owned read-for-school,https://images.gr-assets.com/books/1404810944s/12296.jpg,509883,34813,80444,182701,165079,96209,9780142437260,https://images.gr-assets.com/books/1404810944m/12296.jpg,,
138,139,"Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children, #1)",Ransom Riggs,2011.0,3.89,fantasy young-adult to-read favorites fiction,https://images.gr-assets.com/books/1472782916s/9460487.jpg,613674,14920,45434,159227,234792,217849,9781594744760,https://images.gr-assets.com/books/1472782916m/9460487.jpg,,
139,140,"The Girl Who Kicked the Hornet's Nest (Millennium, #3)","Stieg Larsson, Reg Keeland",2007.0,4.2,to-read currently-reading fiction mystery favorites,https://images.gr-assets.com/books/1327708260s/6892870.jpg,443951,3823,14773,78387,203297,226511,9780307270000,https://images.gr-assets.com/books/1327708260m/6892870.jpg,,
140,141,The Martian,Andy Weir,2012.0,4.39,sci-fi to-read book-club read-in-2015 owned,https://images.gr-assets.com/books/1413706054s/18007564.jpg,423344,4114,10856,49200,173861,291671,9780804139020,https://images.gr-assets.com/books/1413706054m/18007564.jpg,,
141,142,"The Pillars of the Earth (The Kingsbridge Series, #1)",Ken Follett,1989.0,4.29,historical-fiction to-read favorites fiction historical,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,462517,9248,16886,57825,148052,263882,9780451207140,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
142,143,All the Light We Cannot See,Anthony Doerr,2014.0,4.31,to-read currently-reading historical-fiction favorites fiction,https://images.gr-assets.com/books/1451445646s/18143977.jpg,470001,6209,14527,61020,185239,280832,9781476746590,https://images.gr-assets.com/books/1451445646m/18143977.jpg,,
143,144,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,2010.0,4.4,to-read currently-reading non-fiction favorites history,https://images.gr-assets.com/books/1327861115s/8664353.jpg,487775,10308,12874,47828,144203,313339,9781400064170,https://images.gr-assets.com/books/1327861115m/8664353.jpg,,
144,145,Deception Point,Dan Brown,2001.0,3.67,to-read fiction thriller mystery dan-brown,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,455610,14380,45006,143182,160819,116346,9780671027380,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
145,146,The Goldfinch,Donna Tartt,2013.0,3.87,to-read currently-reading fiction favorites book-club,https://images.gr-assets.com/books/1451554970s/17333223.jpg,396756,19164,35300,93459,153459,162465,9780316055440,https://images.gr-assets.com/books/1451554970m/17333223.jpg,,
146,147,Thirteen Reasons Why,Jay Asher,2007.0,4.02,favorites ya books-i-own realistic-fiction owned,https://images.gr-assets.com/books/1333822506s/1217100.jpg,463783,15246,35668,105414,179197,235756,9781595141710,https://images.gr-assets.com/books/1333822506m/1217100.jpg,,
147,148,Girl with a Pearl Earring,Tracy Chevalier,1999.0,3.85,to-read historical-fiction fiction favorites historical,https://images.gr-assets.com/books/1327197580s/2865.jpg,467577,11525,28287,123463,189656,139246,9780452287020,https://images.gr-assets.com/books/1327197580m/2865.jpg,,
148,149,"If I Stay (If I Stay, #1)",Gayle Forman,2009.0,3.96,to-read currently-reading young-adult favorites ya,https://images.gr-assets.com/books/1347462970s/4374400.jpg,503527,12666,34896,122977,190793,205755,9780525421030,https://images.gr-assets.com/books/1347462970m/4374400.jpg,,
149,150,The Red Tent,Anita Diamant,1997.0,4.16,to-read owned historical-fiction history currently-reading,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,424981,9470,19616,67878,146178,206075,9780312353770,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
150,151,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,2006.0,4.23,to-read fantasy favorites currently-reading young-adult,https://images.gr-assets.com/books/1400602661s/28186.jpg,514932,2967,13884,91127,188988,253546,9780786856860,https://images.gr-assets.com/books/1400602661m/28186.jpg,,
151,152,Dear John,Nicholas Sparks,2006.0,4.01,to-read currently-reading romance nicholas-sparks favorites,https://images.gr-assets.com/books/1397749854s/5526.jpg,441062,9683,25220,94711,145202,179965,9780446528050,https://images.gr-assets.com/books/1397749854m/5526.jpg,,
